,5.0,16.25,27.5,38.75,50.0
1073.15,0.2620091476594176,0.3488474882195659,0.32307034959194736,0.2451821854225285,0.10006765362186075
1473.15,0.2726508069798659,0.40424690011967657,0.4392988997316201,0.45170905751626145,0.45374029710379715
